mse_id,udyam_no,enterprise_name,org_type,gender_owner,social_category,specially_abled,state,district,pin_code,nic_5digit,major_activity,classification,employees,investment_lakh,description,products,ondc_domain,b2b_or_b2c,current_business_state,has_gstin,has_pan,has_catalogue,has_devices,has_printer,workshop_interest,language,mobile_number
MSE-01389,UDYAM-MH-12-9045678,Siddhi Vinoyou Stores,Proprietary,Male,General,No,Maharashtra,Solapur,451619,10712,Manufacturing,Micro,2,3.0,"Small unit making namkeen, ghee and papad. Quality products at wholesale rates.",namkeen|ghee|papad,RET10,B2C,Only offline,Yes,No,Yes,Yes,No,Yes,en,9319958299
MSE-01390,UDYAM-UP-33-1020862,Z Mart Technology,Proprietary,Female,General,No,Uttar Pradesh,Ambedakar Nagar,783173,28229,Services,Micro,1,1.0,"Hum Ambedakar Nagar mein machine parts aur steel fabrication banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",machine parts|steel fabrication|hand tools,RET1B,Both,Only offline,Yes,Yes,No,Yes,No,Yes,en,9508866629
MSE-01391,UDYAM-GJ-03-1299531,Shreenath Enterprises,Proprietary,Male,General,No,Gujarat,Ahmadabad,731695,56291,Services,Micro,1,1.0,"Hum Ahmadabad mein bakery items aur sweets banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",bakery items|sweets|snacks,RET11,Both,Only offline,No,No,Yes,Yes,Yes,Yes,en,9265715895
MSE-01392,UDYAM-AS-31-1011206,Sanskruti Wines,Proprietary,Male,General,No,Assam,Tinsukia,198132,11011,Services,Micro,2,10.0,We manufacture masala powders and spices in Tinsukia. Supplying to local shops and traders for over 13 years.,masala powders|spices|dry fruits,RET10,B2C,Only online,No,Yes,Yes,No,No,Yes,mr,9601634886
MSE-01393,UDYAM-JK-11-9293374,S. M. Fashion Garments,Proprietary,Male,General,No,Jammu And Kashmir,Reasi,244646,14101,Services,Micro,4,2.0,"Humari unit kurtis banati hai. 15 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",kurtis|leather footwear|denim jeans,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9401982413
MSE-01394,UDYAM-MH-11-5363546,Gupta Floor Mill,Proprietary,Male,General,No,Maharashtra,Jalgaon,187757,10611,Services,Micro,3,1.0,Gupta Floor Mill is a micro enterprise producing atta. We want to sell online across India.,atta|ghee|masala powders,RET10,Both,Only offline,No,Yes,No,Yes,Yes,No,bn,9369035000
MSE-01395,UDYAM-HP-29-7472229,Ankit Dinesh Jain,Proprietary,Male,General,No,Himachal Pradesh,Mandi,536012,13999,Manufacturing,Micro,1,1.0,हम kids garments और cotton sarees बनाते हैं। हमारा काम Mandi में है और हम ऑनलाइन बेचना चाहते हैं।,kids garments|cotton sarees|denim jeans,RET12,B2C,Both,No,Yes,No,Yes,Yes,Yes,hi,9764741193
MSE-01396,UDYAM-WB-22-0478618,Kavita Enterprises,Proprietary,Female,SC,No,West Bengal,Howrah,813294,27400,Services,Micro,8,8.0,Kavita Enterprises is a micro enterprise producing irons. We want to sell online across India.,irons|kitchen appliances|water purifiers,RET15,B2C,Only offline,Yes,No,Yes,Yes,No,Yes,hi,9728584507
MSE-01397,UDYAM-KA-29-7827364,Nida Fast Food & Chinese Center,Proprietary,Female,General,No,Karnataka,Chikballapur,740565,56291,Services,Micro,2,1.0,"Hum Chikballapur mein beverages aur sweets banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",beverages|sweets|snacks,RET11,B2B,Only online,Yes,No,No,Yes,No,No,hi,9375032345
MSE-01398,UDYAM-MP-22-0863520,Vinram Industries Llp,Limited Liability Partnership,Female,General,No,Madhya Pradesh,Rewa,112082,22203,Manufacturing,Micro,10,1.0,We manufacture home decor items and curtains in Rewa. Supplying to local shops and traders for over 12 years.,home decor items|curtains|brass handicrafts,RET16,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,bn,9202373589
MSE-01399,UDYAM-CG-11-9503351,Pravin Sales Corporation,Proprietary,Male,OBC,No,Chhattisgarh,Kabirdham,660976,56291,Services,Micro,2,10.0,We manufacture sweets and snacks in Kabirdham. Supplying to local shops and traders for over 6 years.,sweets|snacks|beverages,RET11,B2B,Both,No,Yes,No,Yes,Yes,Yes,en,9146686527
MSE-01400,UDYAM-WB-06-7324130,Dynovo Global Solutions Private Limited,Private Limited Company,Male,General,No,West Bengal,South 24 Praganas,790169,28299,Manufacturing,Micro,6,10.0,"Hum South 24 Praganas mein machine parts aur hand tools banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",machine parts|hand tools|industrial fittings,RET1B,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,hi,9720089447
MSE-01401,UDYAM-GJ-20-3773488,Prakash Engineering Works,Proprietary,Male,General,No,Gujarat,Jamnagar,763788,25129,Services,Micro,4,3.0,"Small unit making hand tools, industrial fittings and steel fabrication. Quality products at wholesale rates.",hand tools|industrial fittings|steel fabrication,RET1B,B2C,Only offline,No,Yes,No,Yes,Yes,Yes,en,9463019740
MSE-01402,UDYAM-JH-15-0642233,Acetex  Corporation,Proprietary,Male,General,No,Jharkhand,Gumla,359103,32401,Manufacturing,Micro,1,1.0,"Small unit making soft toys, educational toys and board games. Quality products at wholesale rates.",soft toys|educational toys|board games,RET17,B2C,Only online,No,No,No,Yes,Yes,Yes,gu,9542440980
MSE-01403,UDYAM-WB-10-2216363,Kiran Agro Industries,Proprietary,Male,OBC,No,West Bengal,North 24 Praganas,830642,10613,Manufacturing,Small,30,55.0,We manufacture papad and masala powders in North 24 Praganas. Supplying to local shops and traders for over 11 years.,papad|masala powders|pickles,RET10,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9298380815
MSE-01404,UDYAM-MH-15-0849904,Sahil Kirana   Shop,Proprietary,Male,OBC,No,Maharashtra,Thane,490412,56291,Services,Micro,1,2.0,हम snacks और beverages बनाते हैं। हमारा काम Thane में है और हम ऑनलाइन बेचना चाहते हैं।,snacks|beverages|sweets,RET11,B2C,Only offline,Yes,No,No,Yes,No,No,en,9121061795
MSE-01405,UDYAM-TN-28-1489096,Jai Traders,Proprietary,Male,General,No,Tamil Nadu,Salem,214956,20235,Services,Small,9,25.0,We manufacture face creams and hair oil in Salem. Supplying to local shops and traders for over 17 years.,face creams|hair oil|attar perfumes,RET13,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,hi,9222087954
MSE-01406,UDYAM-UP-08-5385724,Mehta Associates,Proprietary,Male,General,No,Uttar Pradesh,Firozabad,646815,28219,Manufacturing,Micro,2,3.0,We manufacture machine parts and fasteners in Firozabad. Supplying to local shops and traders for over 15 years.,machine parts|fasteners|industrial fittings,RET1B,B2B,Both,Yes,Yes,No,Yes,No,Yes,hi,9843327970
MSE-01407,UDYAM-RJ-19-7313573,Pahadi Tadka,Proprietary,Male,General,No,Rajasthan,Kota,544411,56102,Manufacturing,Micro,2,3.0,Pahadi Tadka is a micro enterprise producing snacks. We want to sell online across India.,snacks|beverages|bakery items,RET11,B2C,Only online,No,No,No,No,Yes,Yes,hi,9917893660
MSE-01408,UDYAM-JK-12-5344689,Lajwab Siek Paratha,Proprietary,Male,General,No,Jammu And Kashmir,Jammu,137298,56101,Manufacturing,Micro,7,5.0,We manufacture beverages and snacks in Jammu. Supplying to local shops and traders for over 16 years.,beverages|snacks|catering food,RET11,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,hi,9266775686
MSE-01409,UDYAM-WB-28-8974102,Jyoti Heat Treatment Pvt. Ltd.,Private Limited Company,Male,General,No,West Bengal,Uttar Dinajpur,116164,25920,Manufacturing,Small,10,60.0,हम industrial fittings और steel fabrication बनाते हैं। हमारा काम Uttar Dinajpur में है और हम ऑनलाइन बेचना चाहते हैं।,industrial fittings|steel fabrication|hand tools,RET1B,Both,Only offline,No,Yes,No,Yes,No,Yes,en,9841192220
MSE-01410,UDYAM-KL-11-5058232,Bhupendra Amritlal Jogi,Proprietary,Male,General,No,Kerala,Malappuram,297727,18113,Services,Micro,1,1.0,"Hum Malappuram mein stationery aur cookware banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",stationery|cookware|wooden furniture,RET16,Both,Only offline,Yes,Yes,No,Yes,No,No,hi,9535802764
MSE-01411,UDYAM-MH-29-4195893,Trendy Garments,Proprietary,Female,General,No,Maharashtra,Kolhapur,385439,14101,Manufacturing,Micro,1,1.0,हम denim jeans और kids garments बनाते हैं। हमारा काम Kolhapur में है और हम ऑनलाइन बेचना चाहते हैं।,denim jeans|kids garments|handbags,RET12,B2B,Only offline,Yes,Yes,Yes,Yes,No,No,en,9416266889
MSE-01412,UDYAM-BR-08-3687147,Nirmal Collection,Proprietary,Male,SC,No,Bihar,Araria,295421,13929,Manufacturing,Micro,2,6.0,हम denim jeans और cotton sarees बनाते हैं। हमारा काम Araria में है और हम ऑनलाइन बेचना चाहते हैं।,denim jeans|cotton sarees|kurtis,RET12,Both,Both,Yes,Yes,No,Yes,Yes,No,en,9277280780
MSE-01413,UDYAM-MH-33-7587235,Krishna Coal Suppliers,Proprietary,Male,ST,No,Maharashtra,Nashik,195769,16299,Manufacturing,Micro,3,2.0,हम brass handicrafts और cookware बनाते हैं। हमारा काम Nashik में है और हम ऑनलाइन बेचना चाहते हैं।,brass handicrafts|cookware|stationery,RET16,B2C,Only offline,Yes,Yes,No,Yes,Yes,Yes,mr,9540420401
MSE-01414,UDYAM-NL-19-5405466,Square Engineering,Partnership,Male,General,No,Nagaland,Zunheboto,837329,25999,Manufacturing,Micro,9,10.0,Square Engineering is a micro enterprise producing machine parts. We want to sell online across India.,machine parts|hand tools|fasteners,RET1B,B2B,Only offline,Yes,Yes,No,Yes,No,Yes,en,9553370288
MSE-01415,UDYAM-TN-27-3123481,Radha Raman Gruh Udhyog,Proprietary,Male,OBC,No,Tamil Nadu,Cuddalore,309126,10793,Manufacturing,Micro,1,1.0,हम jaggery और namkeen बनाते हैं। हमारा काम Cuddalore में है और हम ऑनलाइन बेचना चाहते हैं।,jaggery|namkeen|spices,RET10,B2B,Only offline,Yes,Yes,No,No,No,Yes,mr,9523585175
MSE-01416,UDYAM-MH-26-8763929,Yalgude Lakdi Ghana,Proprietary,Female,General,No,Maharashtra,Pune,695192,10409,Manufacturing,Micro,1,3.0,"Small unit making ghee, atta and papad. Quality products at wholesale rates.",ghee|atta|papad,RET10,B2B,Only offline,No,Yes,Yes,Yes,No,Yes,kn,9874289425
MSE-01417,UDYAM-KL-09-4717969,S S Collection,Proprietary,Male,SC,No,Kerala,Thrissur,298416,14103,Services,Micro,1,1.0,"Humari unit handbags banati hai. 17 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",handbags|artificial jewellery|leather footwear,RET12,B2C,Both,No,Yes,No,Yes,No,Yes,kn,9258496577
MSE-01418,UDYAM-BR-26-3650021,Sara Enterprises,Proprietary,Male,General,No,Bihar,Lakhisarai,115185,56302,Services,Micro,2,4.0,"Humari unit catering food banati hai. 3 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",catering food|beverages|sweets,RET11,B2C,Only offline,No,Yes,No,Yes,No,No,en,9839636621
MSE-01419,UDYAM-UP-11-7611048,Shital Modi,Proprietary,Female,General,No,Uttar Pradesh,Gorakhapur,391076,14109,Manufacturing,Micro,1,2.0,"Hum Gorakhapur mein leather footwear aur denim jeans banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",leather footwear|denim jeans|cotton sarees,RET12,B2B,Only online,Yes,Yes,No,No,Yes,Yes,en,9437790386
MSE-01420,UDYAM-HR-14-3174139,N.G.Fabricators,Proprietary,Male,General,No,Haryana,Kaithal,705709,25119,Manufacturing,Micro,10,2.0,हम fasteners और industrial fittings बनाते हैं। हमारा काम Kaithal में है और हम ऑनलाइन बेचना चाहते हैं।,fasteners|industrial fittings|hand tools,RET1B,B2C,Only online,No,Yes,No,Yes,No,Yes,bn,9660812140
MSE-01421,UDYAM-RJ-14-1643375,Hari Om Collection,Proprietary,Male,General,No,Rajasthan,Baran,449064,14103,Manufacturing,Micro,4,5.0,"Humari unit kids garments banati hai. 4 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",kids garments|leather footwear|handbags,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9230539984
MSE-01422,UDYAM-TG-05-9529558,Eram Enterprises,Proprietary,Female,General,No,Telangana,Medchal Malkajgiri,796583,15121,Manufacturing,Micro,10,5.0,"Humari unit denim jeans banati hai. 14 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",denim jeans|leather footwear|kurtis,RET12,B2C,Both,No,Yes,No,No,No,Yes,hi,9763681511
MSE-01423,UDYAM-TN-01-6959743,Yetribi Food And Services,Proprietary,Male,General,No,Tamil Nadu,Chennai,479861,56291,Services,Micro,3,3.0,"Hum Chennai mein catering food aur sweets banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",catering food|sweets|beverages,RET11,Both,Both,Yes,Yes,Yes,Yes,No,No,en,9974692674
MSE-01424,UDYAM-UP-17-0453019,Jay Sevalal Kirana,Proprietary,Male,General,No,Uttar Pradesh,Hardoi,441092,10796,Manufacturing,Micro,1,1.0,"Small unit making spices, papad and ghee. Quality products at wholesale rates.",spices|papad|ghee,RET10,Both,Only offline,No,Yes,Yes,Yes,Yes,Yes,en,9318058327
MSE-01425,UDYAM-HR-16-0594353,Aaradhya Milk Center,Proprietary,Male,General,No,Haryana,Ambala,354852,10502,Services,Micro,1,1.0,"Humari unit jaggery banati hai. 15 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",jaggery|spices|atta,RET10,B2C,Only offline,No,No,No,Yes,Yes,No,te,9549364927
MSE-01426,UDYAM-MP-06-1410391,Pawan Distributer,Proprietary,Male,OBC,No,Madhya Pradesh,Mandsaur,803255,56292,Services,Micro,2,2.0,हम catering food और snacks बनाते हैं। हमारा काम Mandsaur में है और हम ऑनलाइन बेचना चाहते हैं।,catering food|snacks|tiffin meals,RET11,Both,Only offline,Yes,Yes,No,Yes,Yes,No,kn,9126929899
MSE-01427,UDYAM-BR-16-5338975,Shree Renuka Jewelers,Proprietary,Male,OBC,No,Bihar,Sheikhpura,158583,32120,Services,Micro,1,1.0,हम denim jeans और artificial jewellery बनाते हैं। हमारा काम Sheikhpura में है और हम ऑनलाइन बेचना चाहते हैं।,denim jeans|artificial jewellery|kids garments,RET12,B2C,Only online,No,No,No,No,Yes,Yes,kn,9190644787
MSE-01428,UDYAM-GJ-25-2321693,Hotel Almustaqueem,Proprietary,Male,General,No,Gujarat,Rajkot,295510,56102,Services,Micro,1,1.0,हम snacks और beverages बनाते हैं। हमारा काम Rajkot में है और हम ऑनलाइन बेचना चाहते हैं।,snacks|beverages|catering food,RET11,Both,Only offline,Yes,No,No,No,No,Yes,te,9710277478
MSE-01429,UDYAM-RJ-07-7826445,Shweta Collection,Proprietary,Female,General,No,Rajasthan,Jaipur,580492,14101,Services,Micro,1,5.0,Shweta Collection is a micro enterprise producing artificial jewellery. We want to sell online across India.,artificial jewellery|denim jeans|leather footwear,RET12,B2B,Only offline,No,No,No,Yes,No,Yes,mr,9363455171
MSE-01430,UDYAM-GJ-32-3197827,M/S. Aayat Collection,Proprietary,Female,General,No,Gujarat,Ahmadabad,486678,13999,Manufacturing,Micro,2,5.0,"Humari unit denim jeans banati hai. 17 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",denim jeans|kurtis|kids garments,RET12,B2C,Both,No,Yes,No,Yes,Yes,Yes,hi,9412488666
MSE-01431,UDYAM-KA-30-4346757,Adr Energy Engineering,Proprietary,Female,OBC,No,Karnataka,Bengaluru (Urban),604104,25123,Manufacturing,Micro,15,5.0,हम machine parts और hand tools बनाते हैं। हमारा काम Bengaluru (Urban) में है और हम ऑनलाइन बेचना चाहते हैं।,machine parts|hand tools|steel fabrication,RET1B,Both,Only offline,No,Yes,No,Yes,Yes,Yes,hi,9971939919
MSE-01432,UDYAM-PB-09-0299480,Divyang Aziz Tea & Nasta Centre,Self Help Group,Male,OBC,Yes,Punjab,Patiala,353173,56291,Services,Micro,2,5.0,"Small unit making beverages, snacks and sweets. Quality products at wholesale rates.",beverages|snacks|sweets,RET11,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,mr,9315988942
MSE-01433,UDYAM-BR-12-9294269,Tiwari Mechanical Works,Proprietary,Male,General,No,Bihar,Purnia,171941,28120,Manufacturing,Micro,4,20.0,हम hand tools और machine parts बनाते हैं। हमारा काम Purnia में है और हम ऑनलाइन बेचना चाहते हैं।,hand tools|machine parts|industrial fittings,RET1B,B2C,Only offline,Yes,No,No,Yes,No,Yes,mr,9824970963
MSE-01434,UDYAM-AP-23-6829252,Jai Malhar Engineering,Proprietary,Male,General,No,Andhra Pradesh,Sri Sathya Sai,390937,24109,Manufacturing,Micro,1,1.0,"Hum Sri Sathya Sai mein hand tools aur industrial fittings banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",hand tools|industrial fittings|fasteners,RET1B,B2B,Both,Yes,Yes,Yes,Yes,Yes,Yes,mr,9841307130
MSE-01435,UDYAM-BR-26-5624400,Sai Sea Foods And Fishing Materials,Proprietary,Male,General,No,Bihar,Darbhanga,260626,25991,Services,Micro,1,1.0,"Humari unit fasteners banati hai. 18 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",fasteners|hand tools|machine parts,RET1B,B2C,Both,No,Yes,No,Yes,No,No,bn,9261290748
MSE-01436,UDYAM-RJ-22-0555222,Golden Chinese Center,Proprietary,Male,OBC,No,Rajasthan,Ganganagar,559939,56102,Manufacturing,Micro,4,3.0,Golden Chinese Center is a micro enterprise producing snacks. We want to sell online across India.,snacks|bakery items|tiffin meals,RET11,B2C,Only offline,No,Yes,No,Yes,No,Yes,gu,9685660531
MSE-01437,UDYAM-TN-06-2467994,Swami Enterprises,Proprietary,Female,General,No,Tamil Nadu,Vellore,670154,25111,Services,Micro,4,10.0,Swami Enterprises is a micro enterprise producing industrial fittings. We want to sell online across India.,industrial fittings|hand tools|machine parts,RET1B,B2C,Both,No,Yes,Yes,Yes,Yes,Yes,mr,9656698179
MSE-01438,UDYAM-TN-11-0026107,Mejwanii Parcel,Proprietary,Female,General,No,Tamil Nadu,Namakkal,521741,11045,Services,Micro,6,5.0,Mejwanii Parcel is a micro enterprise producing papad. We want to sell online across India.,papad|ghee|masala powders,RET10,B2C,Both,No,Yes,No,Yes,Yes,No,bn,9228028124
MSE-01439,UDYAM-MP-01-8321434,Sarubai Mali,Proprietary,Female,General,No,Madhya Pradesh,Balaghat,744880,10809,Manufacturing,Micro,2,3.0,हम atta और papad बनाते हैं। हमारा काम Balaghat में है और हम ऑनलाइन बेचना चाहते हैं।,atta|papad|ghee,RET10,B2C,Only offline,Yes,Yes,No,Yes,Yes,No,hi,9572624766
MSE-01440,UDYAM-PB-06-6458190,Hotel Trimurti Corner,Proprietary,Male,General,No,Punjab,Kapurthala,853060,56292,Services,Micro,3,3.0,We manufacture snacks and catering food in Kapurthala. Supplying to local shops and traders for over 17 years.,snacks|catering food|tiffin meals,RET11,B2C,Only offline,No,No,No,Yes,No,Yes,hi,9416538380
MSE-01441,UDYAM-HR-05-6707372,Wellfood Restaurant,Proprietary,Male,General,No,Haryana,Sonipat,483149,56101,Services,Micro,2,3.0,"Hum Sonipat mein sweets aur beverages banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",sweets|beverages|tiffin meals,RET11,B2C,Both,Yes,No,Yes,No,Yes,Yes,kn,9230335571
MSE-01442,UDYAM-TG-02-0177594,Trust Trading Co.,Proprietary,Male,General,No,Telangana,Jogulamba Gadwal,638069,56292,Services,Micro,1,1.0,"Hum Jogulamba Gadwal mein sweets aur snacks banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",sweets|snacks|beverages,RET11,B2B,Only online,Yes,Yes,No,No,No,Yes,gu,9377092080
MSE-01443,UDYAM-DL-11-5986054,Abhishek Safety Solutions,Proprietary,Male,General,No,Delhi,North,316844,28193,Manufacturing,Micro,2,3.0,"Hum North mein steel fabrication aur machine parts banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",steel fabrication|machine parts|fasteners,RET1B,B2C,Both,Yes,Yes,No,Yes,Yes,Yes,te,9448652303
MSE-01444,UDYAM-MH-02-4689765,House Of Hiya,Proprietary,Female,General,No,Maharashtra,Jalna,257892,13999,Manufacturing,Micro,8,3.0,हम kids garments और denim jeans बनाते हैं। हमारा काम Jalna में है और हम ऑनलाइन बेचना चाहते हैं।,kids garments|denim jeans|leather footwear,RET12,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9366662512
MSE-01445,UDYAM-MH-32-5117208,Dhamaka Chinese,Proprietary,Male,General,No,Maharashtra,Thane,851439,56292,Services,Micro,3,2.0,Dhamaka Chinese is a micro enterprise producing beverages. We want to sell online across India.,beverages|snacks|bakery items,RET11,B2C,Only offline,Yes,No,No,No,No,No,gu,9637770769
MSE-01446,UDYAM-GJ-33-4008507,Balaji Furniture Centre,Proprietary,Male,General,No,Gujarat,Rajkot,617841,16299,Services,Micro,2,5.0,We manufacture bedsheets and wooden furniture in Rajkot. Supplying to local shops and traders for over 13 years.,bedsheets|wooden furniture|brass handicrafts,RET16,B2C,Both,No,Yes,No,Yes,No,Yes,gu,9631419614
MSE-01447,UDYAM-HR-13-9723455,Vinit Bangles,Proprietary,Male,General,No,Haryana,Panchkula,565790,32120,Manufacturing,Micro,9,3.0,"Hum Panchkula mein kids garments aur handbags banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",kids garments|handbags|cotton sarees,RET12,Both,Only offline,Yes,Yes,No,Yes,No,Yes,bn,9125065510
MSE-01448,UDYAM-MH-23-1275071,M/S Meet Enterprise,Proprietary,Female,General,No,Maharashtra,Aurangabad,154756,28299,Manufacturing,Micro,2,2.0,M/S Meet Enterprise is a micro enterprise producing machine parts. We want to sell online across India.,machine parts|hand tools|fasteners,RET1B,B2C,Only offline,No,Yes,No,Yes,No,No,mr,9249335331
MSE-01449,UDYAM-RJ-16-9815063,Shakti Surgical & Scientific And Fiona International,Proprietary,Male,General,No,Rajasthan,Udaipur,663978,32509,Manufacturing,Micro,18,5.0,"Small unit making fitness equipment, herbal products and ayurvedic medicines. Quality products at wholesale rates.",fitness equipment|herbal products|ayurvedic medicines,RET18,B2B,Only offline,Yes,No,No,Yes,No,No,en,9634884167
MSE-01450,UDYAM-MH-06-0122907,Maharashtra Readymade Garments,Proprietary,Male,General,No,Maharashtra,Buldhana,216563,14101,Manufacturing,Micro,5,2.0,"Humari unit denim jeans banati hai. 10 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",denim jeans|cotton sarees|kurtis,RET12,B2C,Only offline,Yes,Yes,Yes,Yes,No,No,ta,9292924983
MSE-01451,UDYAM-PB-11-5067394,Star Hardware,Proprietary,Male,General,No,Punjab,Amritsar,428102,25934,Services,Small,5,25.0,"Humari unit steel fabrication banati hai. 5 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",steel fabrication|machine parts|industrial fittings,RET1B,B2C,Both,No,Yes,Yes,Yes,Yes,Yes,hi,9701077029
MSE-01452,UDYAM-ML-21-3482485,Master Powder Coats,Proprietary,Male,General,No,Meghalaya,West Garo Hills,643708,25999,Manufacturing,Micro,4,15.0,"Hum West Garo Hills mein machine parts aur hand tools banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",machine parts|hand tools|industrial fittings,RET1B,Both,Only offline,Yes,Yes,No,Yes,No,Yes,ta,9215981446
MSE-01453,UDYAM-RJ-24-5684748,Dev Guru Synthetics,Proprietary,Male,General,No,Rajasthan,Ajmer,363526,13999,Manufacturing,Micro,4,20.0,हम leather footwear और cotton sarees बनाते हैं। हमारा काम Ajmer में है और हम ऑनलाइन बेचना चाहते हैं।,leather footwear|cotton sarees|artificial jewellery,RET12,B2C,Only online,Yes,Yes,Yes,No,Yes,Yes,te,9759875825
MSE-01454,UDYAM-AP-10-6267623,S. A. Enterprises,Proprietary,Male,General,No,Andhra Pradesh,Palnadu,362242,28299,Services,Micro,3,2.0,"Hum Palnadu mein steel fabrication aur hand tools banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",steel fabrication|hand tools|fasteners,RET1B,B2C,Both,Yes,Yes,No,Yes,No,Yes,en,9571821573
MSE-01455,UDYAM-UP-33-5297193,Avalon Enterprises,Partnership,Male,OBC,No,Uttar Pradesh,Mirzapur,584443,25119,Manufacturing,Micro,9,2.0,"Hum Mirzapur mein hand tools aur steel fabrication banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",hand tools|steel fabrication|fasteners,RET1B,B2C,Both,No,Yes,No,Yes,Yes,No,te,9159967163
MSE-01456,UDYAM-TN-08-6556377,M/S Shubh Creation,Proprietary,Female,General,No,Tamil Nadu,Tirupathur,449326,14101,Manufacturing,Micro,1,1.0,हम artificial jewellery और handbags बनाते हैं। हमारा काम Tirupathur में है और हम ऑनलाइन बेचना चाहते हैं।,artificial jewellery|handbags|leather footwear,RET12,B2B,Only offline,Yes,Yes,No,Yes,No,No,bn,9500236234
MSE-01457,UDYAM-RJ-15-8998003,Jyoti Ladies Garments,Proprietary,Female,SC,No,Rajasthan,Kotputli-Behror,777462,14101,Manufacturing,Micro,8,8.0,"Humari unit leather footwear banati hai. 4 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",leather footwear|denim jeans|cotton sarees,RET12,B2C,Only offline,No,No,Yes,No,No,Yes,en,9816628071
MSE-01458,UDYAM-TG-30-6443048,Hira Jewellers,Proprietary,Male,General,No,Telangana,Medchal Malkajgiri,489932,32111,Services,Micro,2,3.0,हम kids garments और denim jeans बनाते हैं। हमारा काम Medchal Malkajgiri में है और हम ऑनलाइन बेचना चाहते हैं।,kids garments|denim jeans|kurtis,RET12,B2C,Only offline,Yes,Yes,No,Yes,No,No,mr,9808188894
MSE-01459,UDYAM-RJ-33-1027542,Hotel Hindavi Swaraj,Proprietary,Male,General,No,Rajasthan,Sikar,610043,56102,Services,Micro,5,2.0,"Humari unit catering food banati hai. 4 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",catering food|beverages|bakery items,RET11,B2B,Only offline,Yes,Yes,No,Yes,Yes,Yes,bn,9931777941
MSE-01460,UDYAM-DL-16-6307945,More Vegetable Supply,Proprietary,Male,General,No,Delhi,North West,835038,56291,Services,Micro,1,3.0,"Hum North West mein sweets aur bakery items banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",sweets|bakery items|snacks,RET11,B2C,Only offline,No,Yes,No,No,Yes,Yes,hi,9900667815
MSE-01461,UDYAM-AP-02-3829429,Bhandarkar Building Material Suplier,Proprietary,Male,OBC,No,Andhra Pradesh,Guntur,855021,23929,Services,Micro,2,2.0,"Humari unit sanitary fittings banati hai. 16 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",sanitary fittings|tiles|cement blocks,RET1C,Both,Only offline,Yes,Yes,Yes,Yes,No,Yes,bn,9682155705
MSE-01462,UDYAM-RJ-31-1898798,Om Engineers,Proprietary,Male,General,No,Rajasthan,Barmer,663914,25920,Services,Small,10,20.0,"Hum Barmer mein steel fabrication aur industrial fittings banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",steel fabrication|industrial fittings|fasteners,RET1B,Both,Both,No,Yes,No,Yes,No,Yes,gu,9892028902
MSE-01463,UDYAM-MH-07-7294704,Rida Traders,Proprietary,Male,General,No,Maharashtra,Mumbai,659443,25939,Manufacturing,Micro,1,5.0,"Hum Mumbai mein machine parts aur steel fabrication banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",machine parts|steel fabrication|hand tools,RET1B,B2C,Only offline,Yes,No,No,Yes,No,No,en,9875032157
